system,evaluation_mode,candidate_pool,query_id,hit@1,recall@1,ndcg@1,hit@5,recall@5,ndcg@5,hit@10,recall@10,ndcg@10,hit@20,recall@20,ndcg@20,hit@50,recall@50,ndcg@50,hit@100,recall@100,ndcg@100,mrr,mrr@10
mpnet,job_to_talent,full,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.09983719697789138,1.0,1.0,0.2460861995974778,0.04,0.0
mpnet,job_to_talent,full,70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mpnet,job_to_talent,full,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.09371498199025746,0.012658227848101266,0.0
mpnet,job_to_talent,full,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.11047239495909743,1.0,0.6666666666666666,0.20808922035086602,1.0,1.0,0.28963359908048286,0.05555555555555555,0.0
mpnet,job_to_talent,full,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.061235707511478374,0.012195121951219513,0.0
mpnet,job_to_talent,full,43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.17723928678404774,1.0,0.5,0.17723928678404774,1.0,1.0,0.2888859717937466,1.0,1.0,0.2888859717937466,0.1,0.1
mpnet,job_to_talent,full,57,0.0,0.0,0.0,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,0.25,0.25
mpnet,job_to_talent,full,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.0
mpnet,job_to_talent,full,174,0.0,0.0,0.0,1.0,0.25,0.19519002499605084,1.0,0.25,0.19519002499605084,1.0,0.5,0.29772316361427276,1.0,1.0,0.4526291328383605,1.0,1.0,0.4526291328383605,0.3333333333333333,0.3333333333333333
mpnet,job_to_talent,full,145,0.0,0.0,0.0,1.0,0.3333333333333333,0.2960819109658652,1.0,0.6666666666666666,0.4441228664487979,1.0,0.6666666666666666,0.4441228664487979,1.0,1.0,0.5348937627174741,1.0,1.0,0.5348937627174741,0.5,0.5
mpnet,job_to_talent,full,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0
mpnet,job_to_talent,full,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2103099178571525,1.0,1.0,0.2103099178571525,0.038461538461538464,0.0
mpnet,job_to_talent,full,211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222,0.16666666666666666,0.16666666666666666
mpnet,job_to_talent,full,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.227670248696953,1.0,1.0,0.227670248696953,1.0,1.0,0.227670248696953,0.05,0.0
mpnet,job_to_talent,full,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23137821315975915,1.0,1.0,0.23137821315975915,1.0,1.0,0.23137821315975915,0.05263157894736842,0.0
mpnet,job_to_talent,full,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007462686567164179,0.0
mpnet,job_to_talent,full,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.07110377625339116,0.010416666666666666,0.0
mpnet,job_to_talent,full,178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.13565197343244778,1.0,0.3333333333333333,0.13565197343244778,1.0,0.6666666666666666,0.23800367771551334,1.0,0.6666666666666666,0.23800367771551334,0.1,0.1
mpnet,job_to_talent,full,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0
mpnet,job_to_talent,full,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034129692832764505,0.0
mpnet,job_to_talent,full,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0
mpnet,job_to_talent,full,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17905223175104137,1.0,1.0,0.17905223175104137,0.02127659574468085,0.0
mpnet,job_to_talent,full,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002824858757062147,0.0
mpnet,job_to_talent,full,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.10107784002417343,0.015151515151515152,0.0
mpnet,job_to_talent,full,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.17723928678404774,1.0,0.5,0.17723928678404774,1.0,0.5,0.17723928678404774,1.0,0.5,0.17723928678404774,0.1,0.1
mpnet,job_to_talent,full,65,0.0,0.0,0.0,1.0,0.3333333333333333,0.18154179253735267,1.0,0.6666666666666666,0.3228087653971817,1.0,0.6666666666666666,0.3228087653971817,1.0,0.6666666666666666,0.3228087653971817,1.0,1.0,0.3970390823162034,0.2,0.2
mpnet,job_to_talent,full,281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.23233373489993653,1.0,0.75,0.23233373489993653,0.038461538461538464,0.0
mpnet,job_to_talent,full,75,0.0,0.0,0.0,1.0,0.5,0.38685280723454163,1.0,0.5,0.38685280723454163,1.0,0.5,0.38685280723454163,1.0,1.0,0.5073740202434932,1.0,1.0,0.5073740202434932,0.5,0.5
mpnet,job_to_talent,full,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27894294565112987,1.0,1.0,0.27894294565112987,1.0,1.0,0.27894294565112987,0.09090909090909091,0.0
mpnet,job_to_talent,full,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.09869397032195508,1.0,1.0,0.25732772737890947,0.038461538461538464,0.0
mpnet,job_to_talent,full,212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285
mpnet,job_to_talent,full,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.11731968150568911,1.0,0.3333333333333333,0.11731968150568911,1.0,1.0,0.2697631194285036,0.06666666666666667,0.0
mpnet,job_to_talent,full,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.09516569455568205,0.011627906976744186,0.0
mpnet,job_to_talent,full,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1548123827357682,0.011494252873563218,0.0
mpnet,job_to_talent,full,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.1720768773729264,1.0,0.6666666666666666,0.1720768773729264,0.025,0.0
mpnet,job_to_talent,full,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.25,0.06666666666666667,0.0
mpnet,job_to_talent,full,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16929380759878143,0.01694915254237288,0.0
mpnet,job_to_talent,full,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.09228784838978409,0.010101010101010102,0.0
mpnet,job_to_talent,full,114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mpnet,job_to_talent,full,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.19342640361727081,1.0,1.0,0.19342640361727081,0.02857142857142857,0.0
mpnet,job_to_talent,full,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.09468382219586766,0.011363636363636364,0.0
mpnet,job_to_talent,full,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.0
mpnet,job_to_talent,full,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036900369003690036,0.0
mpnet,job_to_talent,full,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00411522633744856,0.0
mpnet,job_to_talent,full,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.26264953503719357,1.0,1.0,0.26264953503719357,1.0,1.0,0.26264953503719357,0.07692307692307693,0.0
mpnet,job_to_talent,full,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18920035951687003,1.0,1.0,0.18920035951687003,0.02631578947368421,0.0
mpnet,job_to_talent,full,124,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,0.5,0.5
mpnet,job_to_talent,full,239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.10209739512291163,1.0,0.2,0.10209739512291163,1.0,0.8,0.29060902370918,1.0,0.8,0.29060902370918,0.1111111111111111,0.1111111111111111
mpnet,job_to_talent,full,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003745318352059925,0.0
mpnet,job_to_talent,full,270,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333
mpnet,job_to_talent,full,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17458343004804494,0.019230769230769232,0.0
mpnet,job_to_talent,full,283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0
mpnet,job_to_talent,full,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004629629629629629,0.0
mpnet,job_to_talent,full,298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002583979328165375,0.0
mpnet,job_to_talent,full,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.09541268780076616,0.011764705882352941,0.0
mpnet,job_to_talent,full,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.19823986317056053,1.0,1.0,0.19823986317056053,0.03125,0.0
mpnet,job_to_talent,full,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0
mpnet,job_to_talent,full,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21274605355336318,1.0,1.0,0.21274605355336318,0.04,0.0
mpnet,job_to_talent,full,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17144160057391347,0.017857142857142856,0.0
mpnet,job_to_talent,full,296,0.0,0.0,0.0,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,0.2,0.2
mpnet,job_to_talent,full,302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879,0.1,0.1
mpnet,job_to_talent,full,132,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,0.5,0.5
mpnet,job_to_talent,full,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21533827903669653,1.0,1.0,0.21533827903669653,0.041666666666666664,0.0
mpnet,job_to_talent,full,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002386634844868735,0.0
mpnet,job_to_talent,full,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001890359168241966,0.0
mpnet,job_to_talent,full,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.11731968150568911,1.0,0.6666666666666666,0.2067414055711622,1.0,0.6666666666666666,0.2067414055711622,0.06666666666666667,0.0
mpnet,job_to_talent,full,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16999161628691403,0.017241379310344827,0.0
mpnet,job_to_talent,full,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.11100575998665047,1.0,1.0,0.20974990969866836,0.022222222222222223,0.0
mpnet,job_to_talent,full,200,1.0,0.5,1.0,1.0,0.5,0.6131471927654584,1.0,0.5,0.6131471927654584,1.0,0.5,0.6131471927654584,1.0,1.0,0.7217869546850356,1.0,1.0,0.7217869546850356,1.0,1.0
mpnet,job_to_talent,full,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.12621440746277704,1.0,0.5,0.12621440746277704,0.03571428571428571,0.0
mpnet,job_to_talent,full,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15186115333086322,0.010526315789473684,0.0
mpnet,job_to_talent,full,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.09659953929285248,1.0,0.6666666666666666,0.1726586041782531,0.03571428571428571,0.0
mpnet,job_to_talent,full,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1949590218937863,1.0,1.0,0.1949590218937863,0.029411764705882353,0.0
mpnet,job_to_talent,full,153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.17723928678404774,1.0,0.5,0.17723928678404774,1.0,1.0,0.302195647807096,1.0,1.0,0.302195647807096,0.1,0.1
mpnet,job_to_talent,full,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.10863976191957724,1.0,1.0,0.21330845123001524,0.02040816326530612,0.0
mpnet,job_to_talent,full,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17458343004804494,0.019230769230769232,0.0
mpnet,job_to_talent,full,204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mpnet,job_to_talent,full,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18665241123894338,1.0,1.0,0.18665241123894338,0.025,0.0
mpnet,job_to_talent,full,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0
mpnet,job_to_talent,full,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002178649237472767,0.0
mpnet,job_to_talent,full,308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.17723928678404774,1.0,0.5,0.17723928678404774,1.0,0.5,0.17723928678404774,1.0,0.5,0.17723928678404774,0.1,0.1
mpnet,job_to_talent,full,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0
mpnet,job_to_talent,full,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.22424382421757544,1.0,1.0,0.22424382421757544,0.047619047619047616,0.0
mpnet,job_to_talent,full,309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0
mpnet,job_to_talent,full,264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285
mpnet,job_to_talent,full,234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222,0.16666666666666666,0.16666666666666666
mpnet,job_to_talent,full,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037735849056603774,0.0
mpnet,job_to_talent,full,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0
mpnet,job_to_talent,full,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1938498430997343,0.013513513513513514,0.0
mpnet,job_to_talent,full,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030120481927710845,0.0
mpnet,job_to_talent,full,144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mpnet,job_to_talent,full,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041841004184100415,0.0
mpnet,job_to_talent,full,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036900369003690036,0.0
mpnet,job_to_talent,full,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001968503937007874,0.0
mpnet,job_to_talent,full,267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024691358024691358,0.0
mpnet,job_to_talent,full,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004464285714285714,0.0
mpnet,job_to_talent,full,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0
mpnet,job_to_talent,full,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.0
mpnet,job_to_talent,full,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21533827903669653,1.0,1.0,0.21533827903669653,0.041666666666666664,0.0
mpnet,job_to_talent,full,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005291005291005291,0.0
mpnet,job_to_talent,full,313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mpnet,job_to_talent,full,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026246719160104987,0.0
mpnet,job_to_talent,full,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014749262536873156,0.0
mpnet,job_to_talent,full,305,0.0,0.0,0.0,1.0,0.3333333333333333,0.2960819109658652,1.0,0.3333333333333333,0.2960819109658652,1.0,0.3333333333333333,0.2960819109658652,1.0,0.6666666666666666,0.39369873635763386,1.0,0.6666666666666666,0.39369873635763386,0.5,0.5
mpnet,job_to_talent,full,323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15019048322368797,0.01,0.0
mpnet,job_to_talent,full,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0
mpnet,job_to_talent,full,312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.11100575998665047,1.0,0.5,0.11100575998665047,0.022222222222222223,0.0
mpnet,job_to_talent,full,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001483679525222552,0.0
mpnet,job_to_talent,full,322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.31546487678572877,1.0,1.0,0.31546487678572877,1.0,1.0,0.31546487678572877,1.0,1.0,0.31546487678572877,0.125,0.125
mpnet,job_to_talent,full,339,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333
mpnet,job_to_talent,full,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.19823986317056053,1.0,1.0,0.19823986317056053,0.03125,0.0
mpnet,job_to_talent,full,343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.19342640361727081,1.0,0.5,0.19342640361727081,1.0,0.5,0.19342640361727081,1.0,0.5,0.19342640361727081,0.125,0.125
qwen,job_to_talent,full,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.07219614103266733,1.0,0.42857142857142855,0.18068076116559878,1.0,0.5714285714285714,0.2282260353804616,0.07692307692307693,0.0
qwen,job_to_talent,full,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.1378824676521232,1.0,0.5714285714285714,0.24256924696489893,1.0,0.5714285714285714,0.24256924696489893,0.08333333333333333,0.0
qwen,job_to_talent,full,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0
qwen,job_to_talent,full,242,0.0,0.0,0.0,1.0,0.3333333333333333,0.23463936301137822,1.0,0.3333333333333333,0.23463936301137822,1.0,0.3333333333333333,0.23463936301137822,1.0,0.6666666666666666,0.3293628452114831,1.0,0.6666666666666666,0.3293628452114831,0.3333333333333333,0.3333333333333333
qwen,job_to_talent,full,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.13012668333070054,1.0,0.25,0.13012668333070054,1.0,0.5,0.21527024773950432,1.0,0.5,0.21527024773950432,0.14285714285714285,0.14285714285714285
qwen,job_to_talent,full,156,0.0,0.0,0.0,1.0,0.5,0.2640681225725909,1.0,0.5,0.2640681225725909,1.0,0.5,0.2640681225725909,1.0,0.5,0.2640681225725909,1.0,0.5,0.2640681225725909,0.25,0.25
qwen,job_to_talent,full,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27894294565112987,1.0,1.0,0.27894294565112987,1.0,1.0,0.27894294565112987,0.09090909090909091,0.0
qwen,job_to_talent,full,252,0.0,0.0,0.0,1.0,0.18181818181818182,0.3156484524795145,1.0,0.2727272727272727,0.2684550357175426,1.0,0.5454545454545454,0.4101939811363886,1.0,0.6363636363636364,0.4543092642479593,1.0,0.8181818181818182,0.5218300330786552,0.3333333333333333,0.3333333333333333
qwen,job_to_talent,full,301,0.0,0.0,0.0,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,0.2,0.2
qwen,job_to_talent,full,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.0
qwen,job_to_talent,full,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.08681077623592635,1.0,0.4,0.14931421471627673,1.0,0.8,0.25874504201782456,0.07142857142857142,0.0
qwen,job_to_talent,full,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0
qwen,job_to_talent,full,141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.18457569677956817,1.0,0.5,0.18457569677956817,1.0,1.0,0.30720513533265986,1.0,1.0,0.30720513533265986,0.1111111111111111,0.1111111111111111
